niv,siruta,name,postal,jud,sirsup,tip,med,regiune,nuts
3,95630,KOGĂLNICENI,707006,22,95612,23,3,1,
3,95649,SCHEIA,707007,22,95612,23,3,1,
3,95658,VOLINTIREŞTI,707008,22,95612,23,3,1,
2,95667,ANDRIEŞENI,,22,225,3,3,1,
3,95676,ANDRIEŞENI,707010,22,95667,22,3,1,
3,95685,BUHĂENI,707011,22,95667,23,3,1,
3,95694,DRĂGĂNEŞTI,707012,22,95667,23,3,1,RO213
3,95701,FÂNTÂNELE,707013,22,95667,23,3,1,RO213
3,95710,GLĂVĂNEŞTI,707014,22,95667,23,3,1,RO213
3,95729,IEPURENI,707016,22,95667,23,3,1,RO213
3,95738,SPINENI,707017,22,95667,23,3,1,RO213
2,95747,ARONEANU,,22,225,3,3,1,RO213
3,95756,ARONEANU,707020,22,95747,22,3,1,RO213
3,95765,DOROBANŢ,707021,22,95747,23,3,1,RO213
3,95774,REDIU ALDEI,707022,22,95747,23,3,1,RO213
3,95783,ŞOROGANI,707023,22,95747,23,3,1,RO213
2,100273,BALŞ,,22,225,3,3,1,RO213
3,95505,BALŞ,705301,22,100273,22,3,1,RO213
3,95514,BOURENI,705302,22,100273,23,3,1,RO213
3,95532,COASTA MĂGURII,705304,22,100273,23,3,1,RO213
2,95792,BĂLŢAŢI,,22,225,3,3,1,RO213
3,95809,BĂLŢAŢI,707025,22,95792,22,3,1,RO213
3,95818,COTÂRGACI,707026,22,95792,23,3,1,RO213
3,95827,FILIAŞI,707027,22,95792,23,3,1,RO213
3,95836,MĂDÂRJEŞTI,707028,22,95792,23,3,1,RO213
3,95845,PODIŞU,707029,22,95792,23,3,1,RO213
3,95854,SÂRCA,707031,22,95792,23,3,1,RO213
3,95863,VALEA OILOR,707032,22,95792,23,3,1,RO213
2,95088,BÂRNOVA,,22,225,3,3,1,RO213
3,95097,BÂRNOVA,707035,22,95088,22,3,1,RO213
3,95104,CERCU,707036,22,95088,23,3,1,RO213
3,95113,PĂUN,707037,22,95088,23,3,1,RO213
3,95122,PIETRĂRIA,707038,22,95088,23,3,1,RO213
3,95131,TODIREL,707039,22,95088,23,3,1,RO213
3,95140,VIŞAN,707041,22,95088,23,3,1,RO213
2,95872,BELCEŞTI,,22,225,3,3,1,RO213
3,95881,BELCEŞTI,707045,22,95872,22,3,1,RO213
3,95890,LITENI,707046,22,95872,23,3,1,RO213
3,95907,MUNTENI,707047,22,95872,23,3,1,RO213
3,95916,SATU NOU,707048,22,95872,23,3,1,RO213
3,95925,TANSA,707049,22,95872,23,3,1,RO213
3,95934,ULMI,707051,22,95872,23,3,1,RO213
2,95943,BIVOLARI,,22,225,3,3,1,RO213
3,95952,BIVOLARI,707055,22,95943,22,3,1,RO213
3,95961,BURUIENEŞTI,707056,22,95943,23,3,1,RO213
3,95970,SOLONEŢ,707057,22,95943,23,3,1,RO213
3,95989,TABĂRA,707058,22,95943,23,3,1,RO213
3,95998,TRAIAN,707059,22,95943,23,3,1,RO213
2,96058,BRĂEŞTI,,22,225,3,3,1,RO213
3,96067,BRĂEŞTI,707060,22,96058,22,3,1,RO213
3,96076,ALBEŞTI,707061,22,96058,23,3,1,RO213
3,96085,BUDA,707062,22,96058,23,3,1,RO213
3,96094,CRISTEŞTI,707063,22,96058,23,3,1,RO213
3,96101,REDIU,707064,22,96058,23,3,1,RO213
2,96110,BUTEA,,22,225,3,3,1,RO213
3,96129,BUTEA,707065,22,96110,22,3,1,RO213
3,96138,MICLĂUŞENI,707066,22,96110,23,3,1,RO213
2,96147,CEPLENIŢA,,22,225,3,3,1,RO213
3,96156,CEPLENIŢA,707070,22,96147,22,3,1,RO213
3,96165,BUHALNIŢA,707071,22,96147,23,3,1,RO213
3,96174,POIANA MĂRULUI,707072,22,96147,23,3,1,RO213
3,96183,ZLODICA,707073,22,96147,23,3,1,RO213
2,100362,CIOHORĂNI,,22,225,3,3,1,RO213
3,98079,CIOHORĂNI,707326,22,100362,22,3,1,RO213
2,96192,CIORTEŞTI,,22,225,3,3,1,RO213
3,96209,CIORTEŞTI,707075,22,96192,22,3,1,RO213
3,96218,COROPCENI,707076,22,96192,23,3,1,RO213
3,96227,DELENI,707077,22,96192,23,3,1,RO213
3,96236,ROTĂRIA,707078,22,96192,23,3,1,RO213
3,96245,ŞERBEŞTI,707079,22,96192,23,3,1,RO213
2,96254,CIUREA,,22,225,3,3,1,RO213
3,96263,CIUREA,707080,22,96254,22,3,1,RO213
3,96272,CURĂTURI,707081,22,96254,23,3,1,RO213
3,96281,DUMBRAVA,707082,22,96254,23,3,1,RO213
3,96290,HLINCEA,707083,22,96254,23,3,1,RO213
3,96307,LUNCA CETĂŢUII,707085,22,96254,23,3,1,RO213
3,96316,PICIORU LUPULUI,707084,22,96254,23,3,1,RO213
3,96325,SLOBOZIA,707086,22,96254,23,3,1,RO213
2,96334,COARNELE CAPREI,,22,225,3,3,1,RO213
3,96343,COARNELE CAPREI,707100,22,96334,22,3,1,RO213
3,96352,ARAMA,707101,22,96334,23,3,1,RO213
3,96361,PETROŞICA,707102,22,96334,23,3,1,RO213
2,96370,COMARNA,,22,225,3,3,1,RO213
3,96389,OSOI,707110,22,96370,22,3,1,RO213
3,96398,COMARNA,707105,22,96370,23,3,1,RO213
3,96405,CURAGĂU,707106,22,96370,23,3,1,RO213
3,96414,STÂNCA,707107,22,96370,23,3,1,RO213
2,100282,COSTEŞTI,,22,225,3,3,1,RO213
3,95541,COSTEŞTI,705305,22,100282,22,3,1,RO213
3,95578,GIURGEŞTI,705308,22,100282,23,3,1,RO213
2,96423,COSTULENI,,22,225,3,3,1,RO213
3,96432,COSTULENI,707115,22,96423,22,3,1,RO213
3,96441,COVASNA,707116,22,96423,23,3,1,RO213
3,96450,COZIA,707117,22,96423,23,3,1,RO213
3,96469,HILIŢA,707118,22,96423,23,3,1,RO213
2,96478,COTNARI,,22,225,3,3,1,RO213
3,96487,COTNARI,707120,22,96478,22,3,1,RO213
3,96496,BAHLUIU,707121,22,96478,23,3,1,RO213
3,96511,CÂRJOAIA,707122,22,96478,23,3,1,RO213
3,96502,CIREŞENI,707123,22,96478,23,3,1,RO213
3,96520,FĂGĂT,707124,22,96478,23,3,1,RO213
3,96539,HODORA,707126,22,96478,23,3,1,RO213
3,96548,HORODIŞTEA,707127,22,96478,23,3,1,RO213
3,96557,IOSUPENI,707128,22,96478,23,3,1,RO213
3,96566,LUPĂRIA,707129,22,96478,23,3,1,RO213
3,96575,VALEA RACULUI,707131,22,96478,23,3,1,RO213
3,96584,ZBERENI,707132,22,96478,23,3,1,RO213
2,96593,COZMEŞTI,,22,225,3,3,1,RO213
3,96600,COZMEŞTI,707140,22,96593,22,3,1,RO213
3,96619,PODOLENII DE JOS,707141,22,96593,23,3,1,RO213
3,96628,PODOLENII DE SUS,707142,22,96593,23,3,1,RO213
2,96637,CRISTEŞTI,,22,225,3,3,1,RO213
3,96646,CRISTEŞTI,707145,22,96637,22,3,1,RO213
3,96655,HOMIŢA,707146,22,96637,23,3,1,RO213
2,96664,CUCUTENI,,22,225,3,3,1,RO213
3,96673,CUCUTENI,707150,22,96664,22,3,1,RO213
3,96682,BĂICENI,707151,22,96664,23,3,1,RO213
3,96691,BĂRBĂTEŞTI,707152,22,96664,23,3,1,RO213
3,96708,SĂCĂREŞTI,707153,22,96664,23,3,1,RO213
2,96717,DAGÂŢA,,22,225,3,3,1,RO213
3,96726,DAGÂŢA,707155,22,96717,22,3,1,RO213
3,96735,BĂLUŞEŞTI,707156,22,96717,23,3,1,RO213
3,96744,BOATCA,707157,22,96717,23,3,1,RO213
3,96753,BUZDUG,707158,22,96717,23,3,1,RO213
3,96762,MĂNĂSTIREA,707159,22,96717,23,3,1,RO213
3,96771,PISCU RUSULUI,707161,22,96717,23,3,1,RO213
3,96780,POIENILE,707162,22,96717,23,3,1,RO213
3,96799,TARNIŢA,707163,22,96717,23,3,1,RO213
3,96806,ZECE PRĂJINI,707164,22,96717,23,3,1,RO213
2,96815,DELENI,,22,225,3,3,1,RO213
3,96824,DELENI,707165,22,96815,22,3,1,RO213
3,96833,FEREDENI,707166,22,96815,23,3,1,RO213
3,96842,LEAHU-NACU,707167,22,96815,23,3,1,RO213
3,96851,MAXUT,707168,22,96815,23,3,1,RO213
3,96860,POIANA,707169,22,96815,23,3,1,RO213
3,96879,SLOBOZIA,707171,22,96815,23,3,1,RO213
2,96888,DOBROVĂŢ,,22,225,3,3,1,RO213
3,96897,DOBROVĂŢ,707175,22,96888,22,3,1,RO213
2,96904,DOLHEŞTI,,22,225,3,3,1,RO213
3,96913,DOLHEŞTI,707180,22,96904,22,3,1,RO213
3,96922,BRĂDICEŞTI,707181,22,96904,23,3,1,RO213
3,96931,PIETRIŞ,707182,22,96904,23,3,1,RO213
2,100308,DRĂGUŞENI,,22,225,3,3,1,RO213
3,99334,DRĂGUŞENI,707478,22,100308,22,3,1,RO213
3,99343,FRENCIUGI,707479,22,100308,23,3,1,RO213
2,96940,DUMEŞTI,,22,225,3,3,1,RO213
3,96959,DUMEŞTI,707185,22,96940,22,3,1,RO213
3,96968,BANU,707186,22,96940,23,3,1,RO213
3,96977,CHILIŞOAIA,707187,22,96940,23,3,1,RO213
3,96986,HOISEŞTI,707188,22,96940,23,3,1,RO213
3,96995,PĂUŞEŞTI,707189,22,96940,23,3,1,RO213
2,97009,ERBICENI,,22,225,3,3,1,RO213
3,97018,ERBICENI,707190,22,97009,22,3,1,RO213
3,97027,BÂRLEŞTI,707191,22,97009,23,3,1,RO213
3,97036,SPINOASA,707192,22,97009,23,3,1,RO213
3,97045,SPRÂNCEANA,707193,22,97009,23,3,1,RO213
3,97054,TOTOEŞTI,707194,22,97009,23,3,1,RO213
2,100317,FÂNTÂNELE,,22,225,3,3,1,RO213
3,97081,FÂNTÂNELE,707196,22,100317,22,3,1,RO213
2,97063,FOCURI,,22,225,3,3,1,RO213
3,97072,FOCURI,707195,22,97063,22,3,1,RO213
2,97090,GOLĂIEŞTI,,22,225,3,3,1,RO213
3,97107,GOLĂIEŞTI,707200,22,97090,22,3,1,RO213
3,97116,BRAN,707201,22,97090,23,3,1,RO213
3,97125,CILIBIU,707202,22,97090,23,3,1,RO213
3,97134,COTU LUI IVAN,707203,22,97090,23,3,1,RO213
3,97143,GRĂDINARI,707204,22,97090,23,3,1,RO213
3,97152,MEDELENI,707206,22,97090,23,3,1,RO213
3,97161,PETREŞTI,707207,22,97090,23,3,1,RO213
3,97170,PODU JIJIEI,707208,22,97090,23,3,1,RO213
2,97189,GORBAN,,22,225,3,3,1,RO213
3,97198,GORBAN,707210,22,97189,22,3,1,RO213
3,97205,GURA BOHOTIN,707211,22,97189,23,3,1,RO213
3,97214,PODU HAGIULUI,707212,22,97189,23,3,1,RO213
3,97223,SCOPOSENI,707213,22,97189,23,3,1,RO213
3,97232,ZBEROAIA,707214,22,97189,23,3,1,RO213
2,97241,GRAJDURI,,22,225,3,3,1,RO213
3,97250,GRAJDURI,707215,22,97241,22,3,1,RO213
3,97269,CĂRBUNARI,707216,22,97241,23,3,1,RO213
3,97278,CORCODEL,707217,22,97241,23,3,1,RO213
3,97287,LUNCA,707218,22,97241,23,3,1,RO213
3,97296,PĂDURENI,707219,22,97241,23,3,1,RO213
3,97303,POIANA CU CETATE,707221,22,97241,23,3,1,RO213
3,97312,VALEA SATULUI,707222,22,97241,23,3,1,RO213
2,97321,GROPNIŢA,,22,225,3,3,1,RO213
3,97330,GROPNIŢA,707225,22,97321,22,3,1,RO213
3,97349,BULBUCANI,707226,22,97321,23,3,1,RO213
3,97358,FORĂŞTI,707227,22,97321,23,3,1,RO213
3,97367,MĂLĂEŞTI,707228,22,97321,23,3,1,RO213
3,97376,SĂVENI,707229,22,97321,23,3,1,RO213
3,97385,SÂNGERI,707231,22,97321,23,3,1,RO213
2,97394,GROZEŞTI,,22,225,3,3,1,RO213
3,97401,GROZEŞTI,707235,22,97394,22,3,1,RO213
3,97410,COLŢU CORNII,707236,22,97394,23,3,1,RO213
3,97429,SĂLĂGENI,707237,22,97394,23,3,1,RO213
2,97438,HĂLĂUCEŞTI,,22,225,3,3,1,RO213
3,97447,HĂLĂUCEŞTI,707240,22,97438,22,3,1,RO213
3,97456,LUNCAŞI,707241,22,97438,23,3,1,RO213
2,100326,HĂRMĂNEŞTI,,22,225,3,3,1,RO213
3,99584,HĂRMĂNEŞTII VECHI,707509,22,100326,22,3,1,RO213
3,99566,BOLDEŞTI,707507,22,100326,23,3,1,RO213
3,99575,HĂRMĂNEŞTII NOI,707508,22,100326,23,3,1,RO213
2,97465,HELEŞTENI,,22,225,3,3,1,RO213
3,97474,HELEŞTENI,707245,22,97465,22,3,1,RO213
3,97483,HĂRMĂNEASA,707246,22,97465,23,3,1,RO213
3,97492,MOVILENI,707247,22,97465,23,3,1,RO213
3,97508,OBOROCENI,707248,22,97465,23,3,1,RO213
2,95159,HOLBOCA,,22,225,3,3,1,RO213
3,95168,HOLBOCA,707250,22,95159,22,3,1,RO213
3,95177,CRISTEŞTI,707251,22,95159,23,3,1,RO213
3,95186,DANCU,707252,22,95159,23,3,1,RO213
3,95195,ORZENI,707253,22,95159,23,3,1,RO213
3,95202,RUSENII NOI,707254,22,95159,23,3,1,RO213
3,95211,RUSENII VECHI,707256,22,95159,23,3,1,RO213
3,95220,VALEA LUNGĂ,707257,22,95159,23,3,1,RO213
2,97517,HORLEŞTI,,22,225,3,3,1,RO213
3,97526,HORLEŞTI,707260,22,97517,22,3,1,RO213
3,97535,BOGDĂNEŞTI,707261,22,97517,23,3,1,RO213
3,97544,SCOPOSENI,707262,22,97517,23,3,1,RO213
2,95499,ION NECULCE,,22,225,3,3,1,RO213
3,95523,BUZNEA,705303,22,95499,22,3,1,RO213
3,95550,DĂDEŞTI,705306,22,95499,23,3,1,RO213
3,95569,GĂNEŞTI,705307,22,95499,23,3,1,RO213
3,95587,ION NECULCE,705309,22,95499,23,3,1,RO213
3,95596,PRIGORENI,705310,22,95499,23,3,1,RO213
3,95603,RĂZBOIENI,705311,22,95499,23,3,1,RO213
2,97553,IPATELE,,22,225,3,3,1,RO213
3,97562,IPATELE,707265,22,97553,22,3,1,RO213
3,97571,ALEXEŞTI,707266,22,97553,23,3,1,RO213
3,97580,BÂCU,707267,22,97553,23,3,1,RO213
3,97599,CUZA VODĂ,707268,22,97553,23,3,1,RO213
2,97606,LESPEZI,,22,225,3,3,1,RO213
3,97615,LESPEZI,707270,22,97606,22,3,1,RO213
3,97624,BUDA,707271,22,97606,23,3,1,RO213
3,97633,BURSUC-DEAL,707272,22,97606,23,3,1,RO213
3,97642,BURSUC-VALE,707273,22,97606,23,3,1,RO213
3,97651,DUMBRAVA,707274,22,97606,23,3,1,RO213
3,97660,HECI,707276,22,97606,23,3,1,RO213
2,97679,LEŢCANI,,22,225,3,3,1,RO213
3,97688,LEŢCANI,707280,22,97679,22,3,1,RO213
3,97697,BOGONOS,707281,22,97679,23,3,1,RO213
3,97704,COGEASCA,707282,22,97679,23,3,1,RO213
3,97713,CUCUTENI,707283,22,97679,23,3,1,RO213
2,97722,LUNGANI,,22,225,3,3,1,RO213
3,97731,LUNGANI,707285,22,97722,22,3,1,RO213
3,97740,CRUCEA,707286,22,97722,23,3,1,RO213
3,97759,GOEŞTI,707287,22,97722,23,3,1,RO213
3,97768,ZMEU,707288,22,97722,23,3,1,RO213
2,97777,MĂDÂRJAC,,22,225,3,3,1,RO213
3,97786,MĂDÂRJAC,707290,22,97777,22,3,1,RO213
3,97795,BOJILA,707291,22,97777,23,3,1,RO213
3,97802,FRUMUŞICA,707292,22,97777,23,3,1,RO213
2,97811,MIRCEŞTI,,22,225,3,3,1,RO213
3,97820,MIRCEŞTI,707295,22,97811,22,3,1,RO213
3,97839,IUGANI,707296,22,97811,23,3,1,RO213
2,97875,MIRONEASA,,22,225,3,3,1,RO213
3,97884,MIRONEASA,707300,22,97875,22,3,1,RO213
3,97893,SCHITU HADÂMBULUI,707301,22,97875,23,3,1,RO213
3,97900,URŞIŢA,707302,22,97875,23,3,1,RO213
2,97919,MIROSLAVA,,22,225,3,3,1,RO213
3,97928,MIROSLAVA,707305,22,97919,22,3,1,RO213
3,97937,BALCIU,707306,22,97919,23,3,1,RO213
3,97946,BRĂTULENI,707307,22,97919,23,3,1,RO213
3,97955,CIURBEŞTI,707308,22,97919,23,3,1,RO213
3,97964,CORNEŞTI,707309,22,97919,23,3,1,RO213
3,97973,DANCAŞ,707311,22,97919,23,3,1,RO213
3,97982,GĂURENI,707312,22,97919,23,3,1,RO213
3,97991,HORPAZ,707313,22,97919,23,3,1,RO213
3,98006,PROSELNICI,707314,22,97919,23,3,1,RO213
3,98015,URICANI,707316,22,97919,23,3,1,RO213
3,98024,VALEA ADÂNCĂ,707317,22,97919,23,3,1,RO213
3,98033,VALEA URSULUI,707318,22,97919,23,3,1,RO213
3,98042,VOROVEŞTI,707319,22,97919,23,3,1,RO213
2,98051,MIROSLOVEŞTI,,22,225,3,3,1,RO213
3,98060,MIROSLOVEŞTI,707325,22,98051,22,3,1,RO213
3,98088,MITEŞTI,707327,22,98051,23,3,1,RO213
3,98097,SOCI,707328,22,98051,23,3,1,RO213
3,98104,VERŞENI,707329,22,98051,23,3,1,RO213
2,98113,MOGOŞEŞTI,,22,225,3,3,1,RO213
3,98122,MOGOŞEŞTI,707330,22,98113,22,3,1,RO213
3,98131,BUDEŞTI,707331,22,98113,23,3,1,RO213
3,98140,HADÂMBU,707332,22,98113,23,3,1,RO213
3,98159,MÂNJEŞTI,707333,22,98113,23,3,1,RO213
2,98168,MOGOŞEŞTI-SIRET,,22,225,3,3,1,RO213
3,98177,MOGOŞEŞTI-SIRET,707335,22,98168,22,3,1,RO213
3,98186,MUNCELU DE SUS,707336,22,98168,23,3,1,RO213
3,98195,TUDOR VLADIMIRESCU,707337,22,98168,23,3,1,RO213
2,98202,MOŞNA,,22,225,3,3,1,RO213
3,98211,MOŞNA,707340,22,98202,22,3,1,RO213
2,98220,MOŢCA,,22,225,3,3,1,RO213
3,98239,MOŢCA,707345,22,98220,22,3,1,RO213
3,98248,BOURENI,707346,22,98220,23,3,1,RO213
2,98257,MOVILENI,,22,225,3,3,1,RO213
3,98266,MOVILENI,707350,22,98257,22,3,1,RO213
3,98275,IEPURENI,707351,22,98257,23,3,1,RO213
3,98284,LARGA-JIJIA,707352,22,98257,23,3,1,RO213
3,98293,POTÂNGENI,707353,22,98257,23,3,1,RO213
2,98300,OŢELENI,,22,225,3,3,1,RO213
3,98319,OŢELENI,707355,22,98300,22,3,1,RO213
3,98328,HÂNDREŞTI,707356,22,98300,23,3,1,RO213
2,98337,PLUGARI,,22,225,3,3,1,RO213
3,98346,PLUGARI,707360,22,98337,22,3,1,RO213
3,98355,BOROSOAIA,707361,22,98337,23,3,1,RO213
3,98364,ONEŞTI,707362,22,98337,23,3,1,RO213
2,98435,POPEŞTI,,22,225,3,3,1,RO213
3,98444,POPEŞTI,707370,22,98435,22,3,1,RO213
3,98453,DOROŞCANI,707371,22,98435,23,3,1,RO213
3,98462,HĂRPĂŞEŞTI,707372,22,98435,23,3,1,RO213
3,98471,OBRIJENI,707373,22,98435,23,3,1,RO213
3,98480,PĂDURENI,707374,22,98435,23,3,1,RO213
3,98499,VAMA,707376,22,98435,23,3,1,RO213
2,98505,POPRICANI,,22,225,3,3,1,RO213
3,98514,POPRICANI,707380,22,98505,22,3,1,RO213
3,98523,CÂRLIG,707381,22,98505,23,3,1,RO213
3,98532,COTU MORII,707382,22,98505,23,3,1,RO213
3,98541,CUZA VODĂ,707383,22,98505,23,3,1,RO213
3,98550,MOIMEŞTI,707384,22,98505,23,3,1,RO213
3,98569,REDIU MITROPOLIEI,707386,22,98505,23,3,1,RO213
3,98578,ŢIPILEŞTI,707387,22,98505,23,3,1,RO213
3,98587,VÂNĂTORI,707388,22,98505,23,3,1,RO213
3,98596,VULTURI,707389,22,98505,23,3,1,RO213
2,98603,PRISĂCANI,,22,225,3,3,1,RO213
3,98612,PRISĂCANI,707390,22,98603,22,3,1,RO213
3,98621,MĂCĂREŞTI,707391,22,98603,23,3,1,RO213
3,98630,MORENI,707392,22,98603,23,3,1,RO213
2,98649,PROBOTA,,22,225,3,3,1,RO213
3,98658,PROBOTA,707395,22,98649,22,3,1,RO213
3,98667,BĂLTENI,707396,22,98649,23,3,1,RO213
3,98676,PERIENI,707397,22,98649,23,3,1,RO213
2,100335,RĂCHITENI,,22,225,3,3,1,RO213
3,97857,RĂCHITENI,707298,22,100335,22,3,1,RO213
3,97848,IZVOARELE,707297,22,100335,23,3,1,RO213
3,97866,URSĂREŞTI,707299,22,100335,23,3,1,RO213
2,98685,RĂDUCĂNENI,,22,225,3,3,1,RO213
3,98694,RĂDUCĂNENI,707400,22,98685,22,3,1,RO213
3,98701,BOHOTIN,707401,22,98685,23,3,1,RO213
3,98710,ISAIIA,707402,22,98685,23,3,1,RO213
3,98729,ROŞU,707403,22,98685,23,3,1,RO213
2,95239,REDIU,,22,225,3,3,1,RO213
3,95248,REDIU,707405,22,95239,22,3,1,RO213
3,95257,BREAZU,707406,22,95239,23,3,1,RO213
3,95266,HORLEŞTI,707407,22,95239,23,3,1,RO213
3,95275,TĂUTEŞTI,707408,22,95239,23,3,1,RO213
2,98738,ROMÂNEŞTI,,22,225,3,3,1,RO213
3,98747,ROMÂNEŞTI,707415,22,98738,22,3,1,RO213
3,98756,AVÂNTU,707416,22,98738,23,3,1,RO213
3,98765,URSOAIA,707417,22,98738,23,3,1,RO213
2,100344,ROŞCANI,,22,225,3,3,1,RO213
3,99637,RĂDENI,707522,22,100344,22,3,1,RO213
3,99646,ROŞCANI,707523,22,100344,23,3,1,RO213
2,98774,RUGINOASA,,22,225,3,3,1,RO213
3,98783,RUGINOASA,707420,22,98774,22,3,1,RO213
3,98792,DUMBRĂVIŢA,707421,22,98774,23,3,1,RO213
3,98809,REDIU,707422,22,98774,23,3,1,RO213
3,98818,VASCANI,707423,22,98774,23,3,1,RO213
2,98916,SCÂNTEIA,,22,225,3,3,1,RO213
3,98925,SCÂNTEIA,707425,22,98916,22,3,1,RO213
3,98934,BODEŞTI,707426,22,98916,23,3,1,RO213
3,98943,BOROŞEŞTI,707427,22,98916,23,3,1,RO213
3,98952,CIOCÂRLEŞTI,707428,22,98916,23,3,1,RO213
3,98961,LUNCA RATEŞ,707429,22,98916,23,3,1,RO213
3,98970,REDIU,707431,22,98916,23,3,1,RO213
3,98989,TUFEŞTII DE SUS,707432,22,98916,23,3,1,RO213
2,98827,SCHITU DUCA,,22,225,3,3,1,RO213
3,98836,SCHITU DUCA,707435,22,98827,22,3,1,RO213
3,98845,BLAGA,707436,22,98827,23,3,1,RO213
3,98854,DUMITREŞTII GĂLĂŢII,707437,22,98827,23,3,1,RO213
3,98863,POCREACA,707438,22,98827,23,3,1,RO213
3,98881,POIANA,707439,22,98827,23,3,1,RO213
3,98872,POIENI,707441,22,98827,23,3,1,RO213
3,98890,SATU NOU,707442,22,98827,23,3,1,RO213
3,98907,SLOBOZIA,707443,22,98827,23,3,1,RO213
2,98998,SCOBINŢI,,22,225,3,3,1,RO213
3,99003,SCOBINŢI,707445,22,98998,22,3,1,RO213
3,99012,BĂDENI,707446,22,98998,23,3,1,RO213
3,99021,FETEŞTI,707447,22,98998,23,3,1,RO213
3,99030,STICLĂRIA,707448,22,98998,23,3,1,RO213
3,99049,ZAGAVIA,707449,22,98998,23,3,1,RO213
2,99058,SINEŞTI,,22,225,3,3,1,RO213
3,99067,SINEŞTI,707450,22,99058,22,3,1,RO213
3,99076,BOCNIŢA,707451,22,99058,23,3,1,RO213
3,99085,OSOI,707452,22,99058,23,3,1,RO213
3,99094,STORNEŞTI,707453,22,99058,23,3,1,RO213
2,99101,SIREŢEL,,22,225,3,3,1,RO213
3,99110,SIREŢEL,707455,22,99101,22,3,1,RO213
3,99129,BEREZLOGI,707456,22,99101,23,3,1,RO213
3,99138,HUMOSU,707457,22,99101,23,3,1,RO213
3,99147,SATU NOU,707458,22,99101,23,3,1,RO213
3,99156,SLOBOZIA,707459,22,99101,23,3,1,RO213
2,99165,STOLNICENI-PRĂJESCU,,22,225,3,3,1,RO213
3,99174,STOLNICENI-PRĂJESCU,707460,22,99165,22,3,1,RO213
3,99183,BRĂTEŞTI,707461,22,99165,23,3,1,RO213
3,99192,COZMEŞTI,707462,22,99165,23,3,1,RO213
2,99209,STRUNGA,,22,225,3,3,1,RO213
3,99218,STRUNGA,707465,22,99209,22,3,1,RO213
3,99227,BRĂTULEŞTI,707466,22,99209,23,3,1,RO213
3,99236,CRIVEŞTI,707467,22,99209,23,3,1,RO213
3,99245,CUCOVA,707468,22,99209,23,3,1,RO213
3,99254,FĂRCĂŞENI,707469,22,99209,23,3,1,RO213
3,99263,FEDELEŞENI,707471,22,99209,23,3,1,RO213
3,99272,GURA VĂII,707472,22,99209,23,3,1,RO213
3,99281,HĂBĂŞEŞTI,707473,22,99209,23,3,1,RO213
2,99290,ŞCHEIA,,22,225,3,3,1,RO213
3,99307,ŞCHEIA,707475,22,99290,22,3,1,RO213
3,99316,CĂUEŞTI,707476,22,99290,23,3,1,RO213
3,99325,CIOCA-BOCA,707477,22,99290,23,3,1,RO213
3,99352,POIANA ŞCHEII,707481,22,99290,23,3,1,RO213
3,99361,SATU NOU,707482,22,99290,23,3,1,RO213
2,99370,ŞIPOTE,,22,225,3,3,1,RO213
3,99389,ŞIPOTE,707485,22,99370,22,3,1,RO213
3,99398,CHIŞCĂRENI,707486,22,99370,23,3,1,RO213
3,99405,HĂLCENI,707487,22,99370,23,3,1,RO213
3,99414,IAZU NOU,707488,22,99370,23,3,1,RO213
3,99423,IAZU VECHI,707489,22,99370,23,3,1,RO213
3,99432,MITOC,707491,22,99370,23,3,1,RO213
2,99441,TANSA,,22,225,3,3,1,RO213
3,99450,TANSA,707495,22,99441,22,3,1,RO213
3,99469,SUHULEŢ,707496,22,99441,23,3,1,RO213
2,99478,TĂTĂRUŞI,,22,225,3,3,1,RO213
3,99487,TĂTĂRUŞI,707500,22,99478,22,3,1,RO213
3,99496,IORCANI,707501,22,99478,23,3,1,RO213
3,99502,PIETROSU,707502,22,99478,23,3,1,RO213
3,99511,UDA,707503,22,99478,23,3,1,RO213
3,99520,VÂLCICA,707504,22,99478,23,3,1,RO213
2,99539,TODIREŞTI,,22,225,3,3,1,RO213
3,99548,TODIREŞTI,707505,22,99539,22,3,1,RO213
3,99557,BĂICENI,707506,22,99539,23,3,1,RO213
3,99593,STROEŞTI,707511,22,99539,23,3,1,RO213
2,95293,TOMEŞTI,,22,225,3,3,1,RO213
3,95300,TOMEŞTI,707515,22,95293,22,3,1,RO213
3,95319,CHICEREA,707516,22,95293,23,3,1,RO213
3,95328,GORUNI,707517,22,95293,23,3,1,RO213
3,95337,VLĂDICENI,707518,22,95293,23,3,1,RO213
2,99600,TRIFEŞTI,,22,225,3,3,1,RO213
3,99619,TRIFEŞTI,707520,22,99600,22,3,1,RO213
3,99628,HERMEZIU,707521,22,99600,23,3,1,RO213
3,99655,VLADOMIRA,707524,22,99600,23,3,1,RO213
3,99664,ZABOLOTENI,707526,22,99600,23,3,1,RO213
2,99673,ŢIBANA,,22,225,3,3,1,RO213
3,99682,ŢIBANA,707530,22,99673,22,3,1,RO213
3,99691,ALEXENI,707531,22,99673,23,3,1,RO213
3,99708,DOMNIŢA,707532,22,99673,23,3,1,RO213
3,99717,GÂRBEŞTI,707533,22,99673,23,3,1,RO213
3,99726,MOARA CIORNEI,707534,22,99673,23,3,1,RO213
3,99735,OPROAIA,707536,22,99673,23,3,1,RO213
3,99744,POIANA DE SUS,707538,22,99673,23,3,1,RO213
3,99753,POIANA MĂNĂSTIRII,707537,22,99673,23,3,1,RO213
